# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
MCM3AP|ENST00000494755.1	chr21;chr21	47676390;47678853	47676900;47679010	-;-	669	0
MCM3AP|ENST00000397708.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47655047;47656743;47660725;47662716;47663379;47664721;47666221;47666542;47671443;47674306;47674690;47676703;47678853;47680707;47681194;47684031;47685235;47685839;47686896;47690315;47692475;47693302;47695100;47697441;47699907;47700411;47703529;47703982;47706065	47655340;47656893;47660931;47662845;47663636;47665111;47666318;47666800;47671596;47674440;47674758;47676900;47679005;47680820;47681325;47684131;47685437;47686080;47687056;47690477;47692743;47693499;47695239;47697631;47700051;47700489;47703752;47705308;47706211	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6333	0
MCM3AP|ENST00000496607.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47655047;47656743;47660725;47662716;47663379;47664721;47666221;47666542;47671443;47674306;47674690;47676703;47678853;47680707;47681194;47684031;47685235;47685839	47655340;47656893;47660931;47662845;47663636;47665111;47666318;47666800;47671596;47674440;47674758;47676900;47679005;47680820;47681325;47684131;47685437;47686866	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4075	0
MCM3AP|ENST00000481113.1	chr21;chr21;chr21;chr21	47671429;47674306;47674690;47676703	47671596;47674440;47674758;47676900	-;-;-;-	570	0
MCM3AP|ENST00000291688.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47655048;47656743;47660725;47662716;47663379;47664721;47666221;47666542;47671443;47674306;47674690;47676703;47678853;47680707;47681194;47684031;47685235;47685839;47686896;47690315;47692475;47693302;47695100;47697441;47699907;47700411;47703529;47703982	47655340;47656893;47660931;47662845;47663636;47665111;47666318;47666800;47671596;47674440;47674758;47676900;47679005;47680820;47681325;47684131;47685437;47686080;47687056;47690477;47692743;47693499;47695239;47697631;47700051;47700489;47703752;47705236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6113	0
MCM3AP|ENST00000426537.1	chr21;chr21	47704919;47705613	47705308;47706098	-;-	876	0
AF127936.7|ENST00000412426.1	chr21;chr21;chr21;chr21	16209503;16225595;16229863;16254208	16210144;16225752;16230029;16254231	-;-;-;-	991	9
AF127936.7|ENST00000432230.3	chr21;chr21;chr21	16191164;16197844;16229863	16196736;16197945;16230029	-;-;-	5842	3
AF127936.7|ENST00000593619.1	chr21	16193529	16194127	-	599	0
AF127936.7|ENST00000418954.1	chr21;chr21;chr21	16225292;16229863;16254208	16225752;16230029;16254296	-;-;-	717	0
AP001042.1|ENST00000416842.1	chr21;chr21	40218171;40220153	40218241;40220568	+;+	487	0
PRED60|ENST00000601068.1	chr21;chr21;chr21;chr21	47183565;47185994;47187934;47189949	47183690;47186037;47188060;47190005	-;-;-;-	354	0
WDR4|ENST00000330317.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44263204;44270151;44272365;44273679;44274672;44275792;44279772;44282392;44283550;44293661;44296812;44299517	44263391;44270352;44272434;44273862;44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299641	-;-;-;-;-;-;-;-;-;-;-;-	1471	0
WDR4|ENST00000476326.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44269336;44272365;44273679;44274672;44275792;44279772;44282392;44283550;44293713;44296812;44299623	44270352;44272434;44273862;44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299678	-;-;-;-;-;-;-;-;-;-;-	1977	0
WDR4|ENST00000398208.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44269336;44272365;44273679;44274672;44275792;44279772;44282392;44283550;44293661;44296812;44299517	44270352;44272434;44273862;44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299665	-;-;-;-;-;-;-;-;-;-;-	2122	0
WDR4|ENST00000470658.1	chr21;chr21;chr21;chr21;chr21	44282392;44283550;44293661;44296812;44299197	44282504;44283706;44293801;44296877;44299620	-;-;-;-;-	901	0
WDR4|ENST00000479429.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44274672;44275792;44279772;44282392;44283550;44293713;44296812;44299517	44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299625	-;-;-;-;-;-;-;-	759	0
WDR4|ENST00000492742.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44269336;44272365;44273679;44274672;44275792;44279772;44282392;44283550;44293713;44296812;44299102	44270352;44272434;44273862;44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299385	-;-;-;-;-;-;-;-;-;-;-	2205	0
WDR4|ENST00000463902.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	44275794;44279772;44282392;44283550;44293713;44296812;44299631	44275890;44279832;44282504;44283706;44293801;44296877;44299656	-;-;-;-;-;-;-	609	0
KRTAP20-1|ENST00000334664.2	chr21	31988750	31989003	+	254	0
AF015262.2|ENST00000455028.1	chr21;chr21	36508935;36511034	36509146;36511519	+;+	698	0
SLC5A3|ENST00000381151.3	chr21;chr21	35445870;35467162	35446045;35478559	+;+	11574	0
KCNJ6-IT1|ENST00000435001.1	chr21;chr21	39089405;39091650	39089538;39091872	-;-	357	0
THUMPD1P1|ENST00000400014.2	chr21;chr21;chr21	30274101;30274694;30275405	30274375;30274844;30276019	-;-;-	1041	0
LINC00846|ENST00000334165.4	chr21;chr21;chr21;chr21	33944548;33945594;33946406;33946886	33944905;33945678;33946434;33948191	-;-;-;-	1778	0
AP000251.3|ENST00000433071.2	chr21;chr21	32931558;32932330	32931908;32932800	+;+	822	0
KRTAP20-2|ENST00000330798.2	chr21	32007555	32007938	+	384	0
OR7E23P|ENST00000435600.1	chr21	33993359	33994406	+	1048	0
FAM3B|ENST00000518236.1	chr21;chr21;chr21;chr21;chr21	42676177;42694850;42710305;42716403;42717613	42676237;42694993;42710428;42716461;42718276	+;+;+;+;+	1052	0
FAM3B|ENST00000479810.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42676139;42691385;42694850;42710305;42716403;42717613;42718136;42718940;42720519;42729035	42676237;42692905;42694993;42710428;42716461;42717663;42718334;42719027;42720651;42729358	+;+;+;+;+;+;+;+;+;+	2742	0
FAM3B|ENST00000398646.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21	42694747;42710305;42716403;42717613;42718940;42720519;42729035	42694993;42710428;42716461;42717663;42719027;42720651;42729358	+;+;+;+;+;+;+	1026	0
FAM3B|ENST00000398652.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42688741;42694515;42694850;42710305;42716403;42717613;42718940;42720519;42729035	42688825;42694631;42694993;42710428;42716461;42717663;42719027;42720651;42729358	+;+;+;+;+;+;+;+;+	1125	0
FAM3B|ENST00000398647.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21	42688741;42710305;42716403;42717613;42718940;42720519;42729035	42688825;42710428;42716461;42717663;42719027;42720651;42729358	+;+;+;+;+;+;+	864	0
FAM3B|ENST00000357985.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42688661;42694850;42710305;42716403;42717613;42718940;42720519;42729035	42688825;42694993;42710428;42716461;42717663;42719027;42720651;42729358	+;+;+;+;+;+;+;+	1088	0
AP001063.1|ENST00000568332.1	chr21	45767650	45768178	-	529	0
AP000318.1|ENST00000582110.1	chr21	35677430	35677493	+	64	0
KRTAP6-2|ENST00000334897.3	chr21	31970909	31971219	-	311	0
KRTAP10-8|ENST00000334662.2	chr21	46031996	46032871	+	876	0
CLDN14|ENST00000399139.1	chr21;chr21	37832919;37838665	37834074;37838739	-;-	1231	0
CLDN14|ENST00000478313.1	chr21;chr21	37898578;37914863	37898825;37915153	-;-	539	0
CLDN14|ENST00000399136.1	chr21;chr21;chr21	37832919;37882661;37914863	37834074;37882798;37914898	-;-;-	1330	0
CLDN14|ENST00000399135.1	chr21;chr21	37832919;37851793	37834074;37852388	-;-	1752	0
CLDN14|ENST00000399137.1	chr21;chr21;chr21	37832919;37849672;37851793	37834074;37849861;37852388	-;-;-	1942	0
CLDN14|ENST00000342108.2	chr21;chr21;chr21	37832919;37882661;37948709	37834074;37882798;37948867	-;-;-	1453	0
LINC00310|ENST00000416145.1	chr21;chr21	35553045;35560518	35553094;35560863	+;+	396	0
LINC00310|ENST00000609062.1	chr21;chr21;chr21	35553016;35555009;35561069	35553094;35555493;35561367	+;+;+	863	0
LINC00310|ENST00000430922.1	chr21;chr21	35553049;35561069	35553094;35562220	+;+	1198	0
LINC00310|ENST00000428914.2	chr21;chr21	35552978;35555009	35553094;35555546	+;+	655	0
LINC00310|ENST00000609947.1	chr21;chr21;chr21	35553030;35555009;35561069	35553094;35555419;35561484	+;+;+	892	0
LINC00310|ENST00000419881.2	chr21;chr21;chr21	35553061;35560518;35561069	35553094;35560963;35561498	+;+;+	910	0
IL10RB|ENST00000498371.1	chr21;chr21;chr21;chr21	34640587;34652057;34655399;34660409	34640822;34652223;34655546;34660425	+;+;+;+	568	0
IL10RB|ENST00000422891.1	chr21;chr21;chr21;chr21;chr21;chr21	34638687;34640699;34652057;34655399;34660409;34668489	34638819;34640822;34652223;34655546;34660566;34668544	+;+;+;+;+;+	786	0
IL10RB|ENST00000290200.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21	34638663;34640699;34648901;34652057;34655399;34660409;34668489	34638819;34640822;34649058;34652223;34655546;34660566;34669539	+;+;+;+;+;+;+	1963	0
IL10RB|ENST00000493295.1	chr21;chr21;chr21;chr21;chr21;chr21	34640233;34648901;34652057;34655399;34660409;34668489	34640822;34649058;34652223;34655546;34660566;34669258	+;+;+;+;+;+	1991	0
IL10RB|ENST00000451065.1	chr21;chr21;chr21;chr21;chr21;chr21	34648917;34652057;34655399;34660409;34666317;34668489	34649058;34652223;34655546;34660566;34666432;34668655	+;+;+;+;+;+	898	0
LINC00317|ENST00000419069.1	chr21;chr21;chr21	23095613;23099352;23109572	23096094;23099413;23109639	-;-;-	612	0
AP000688.29|ENST00000422473.1	chr21;chr21	37477179;37479896	37477421;37481988	+;+	2336	0
SNORA11|ENST00000408471.1	chr21	35828408	35828535	-	128	0
AP000692.9|ENST00000397184.2	chr21;chr21	37732928;37733972	37733156;37734338	+;+	596	0
GAPDHP14|ENST00000450472.1	chr21	30594642	30595578	+	937	0
SSR4P1|ENST00000429427.1	chr21;chr21	46491648;46493705	46492238;46494080	-;-	967	0
SSR4P1|ENST00000415143.1	chr21	46491743	46492154	-	412	0
AP000235.2|ENST00000441009.1	chr21;chr21;chr21;chr21	26212864;26217093;26402097;26427747	26213042;26217243;26402172;26430059	+;+;+;+	2719	0
AP001634.1|ENST00000579980.1	chr21	15357768	15357840	+	73	0
LINC00189|ENST00000545936.1	chr21;chr21;chr21;chr21	30565801;30566437;30601282;30660305	30566031;30566581;30601347;30660526	+;+;+;+	664	0
LINC00189|ENST00000447125.1	chr21;chr21;chr21	30565801;30566252;30660305	30566031;30566581;30660526	+;+;+	783	0
LINC00189|ENST00000431661.1	chr21;chr21;chr21	30566358;30601282;30656511	30566581;30601347;30656528	+;+;+	308	9
LINC00189|ENST00000420364.1	chr21;chr21	30565815;30660305	30566581;30660526	+;+	989	0
ERLEC1P1|ENST00000433806.1	chr21	15515902	15516479	+	578	0
BRWD1-IT1|ENST00000435608.1	chr21;chr21	40589019;40591328	40589103;40591731	-;-	489	0
CBR3-AS1|ENST00000413862.1	chr21;chr21;chr21;chr21	37504084;37505985;37518554;37528515	37505372;37506059;37518653;37528593	-;-;-;-	1543	0
CBR3-AS1|ENST00000608641.1	chr21;chr21;chr21;chr21;chr21	37505087;37505985;37509392;37518554;37528515	37505372;37506059;37509606;37518653;37528615	-;-;-;-;-	777	0
CBR3-AS1|ENST00000453159.1	chr21;chr21;chr21	37504065;37518554;37528515	37505372;37518653;37528605	-;-;-	1499	0
CBR3-AS1|ENST00000608632.1	chr21;chr21;chr21;chr21;chr21	37505073;37505985;37509392;37518554;37528515	37505372;37506059;37509474;37518653;37528615	-;-;-;-;-	659	0
CBR3-AS1|ENST00000609192.1	chr21;chr21;chr21	37505078;37505985;37509392	37505372;37506059;37509683	-;-;-	662	0
CBR3-AS1|ENST00000427491.1	chr21;chr21;chr21	37513694;37518554;37528515	37514244;37518653;37528604	-;-;-	741	0
CBR3-AS1|ENST00000608622.1	chr21;chr21;chr21;chr21	37505071;37509392;37518554;37528515	37505372;37509474;37518653;37528615	-;-;-;-	586	0
CBR3-AS1|ENST00000432988.1	chr21;chr21;chr21	37513705;37518554;37520268	37514244;37519923;37523008	-;-;-	4651	0
CBR3-AS1|ENST00000608690.1	chr21;chr21;chr21;chr21	37505071;37509392;37518554;37528515	37505372;37509527;37518653;37528566	-;-;-;-	590	0
LINC00334|ENST00000328344.2	chr21;chr21;chr21	46654267;46663447;46678366	46654421;46663541;46678645	+;+;+	530	0
LINC00334|ENST00000584169.1	chr21;chr21;chr21	46654255;46663447;46676826	46654391;46663541;46677182	+;+;+	589	0
RNF6P1|ENST00000444889.1	chr21;chr21;chr21;chr21;chr21	40745689;40746669;40747206;40747760;40748524	40746344;40746824;40747456;40748011;40748992	-;-;-;-;-	1784	0
AF254982.2|ENST00000411878.1	chr21	10872119	10872429	+	311	0
TRPM2|ENST00000300482.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45770046;45773484;45774531;45783997;45786637;45789060;45795716;45797595;45798880;45802601;45810787;45811155;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45843528;45844735;45845553;45846543;45846893;45855014;45856945;45858950;45860672;45861575	45770158;45773748;45774619;45784165;45786817;45789226;45795896;45797656;45799080;45802703;45810908;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45843615;45844822;45845710;45846619;45846994;45855100;45857050;45859051;45860788;45862964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5989	0
TRPM2|ENST00000397932.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45773571;45774531;45783997;45786637;45789060;45795716;45797595;45798880;45802601;45810787;45811155;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45842153;45843528;45844735;45845553;45846543;45846893;45855014;45856945;45858950;45860672;45861575	45773748;45774619;45784165;45786817;45789226;45795896;45797656;45799080;45802703;45810908;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45842302;45843615;45844822;45845710;45846619;45846994;45855100;45857050;45859051;45860788;45862241	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5216	0
TRPM2|ENST00000498430.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45789004;45795716;45797595;45798880;45802601;45810787;45811155;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45843528;45844735;45845553;45846543;45846893;45855014;45856945;45858950;45860672;45861575	45789226;45795896;45797656;45799080;45802703;45810908;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45843615;45844822;45845710;45846619;45846994;45855100;45857050;45859051;45860788;45862964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5228	0
TRPM2|ENST00000300481.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45773571;45774531;45783997;45786637;45789060;45795716;45797595;45798880;45802601;45810787;45811155;45811386;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45843528;45844735;45845553;45846543;45855014;45856945;45858950;45860672;45861575	45773748;45774619;45784165;45786817;45789226;45795896;45797656;45799080;45802703;45810908;45811325;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45843615;45844822;45845710;45846619;45855100;45857050;45859051;45860788;45862964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5627	0
TRPM2|ENST00000490982.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	45845439;45846583;45855014;45856945;45858950;45860672;45861575	45845710;45846619;45855100;45857050;45859051;45860788;45861757	+;+;+;+;+;+;+	904	0
TRPM2|ENST00000397928.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45773139;45774531;45783997;45786637;45789060;45795716;45797595;45798880;45802601;45810787;45811155;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45843528;45844735;45845553;45846543;45846893;45855014;45856945;45858950;45860672;45861575	45773748;45774619;45784165;45786817;45789226;45795896;45797656;45799080;45802703;45810908;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45843615;45844822;45845710;45846619;45846994;45855100;45857050;45859051;45860788;45862964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6221	0
TRPM2|ENST00000431901.1	chr21;chr21;chr21;chr21;chr21	45770187;45773484;45774531;45783997;45786637	45770237;45773748;45774619;45784165;45786644	+;+;+;+;+	582	0
LINC00649|ENST00000601471.1	chr21;chr21;chr21	35295737;35296201;35315338	35295762;35296615;35315434	+;+;+	538	0
LINC00649|ENST00000609132.1	chr21;chr21;chr21	35341820;35348686;35349029	35341943;35348852;35349405	+;+;+	668	0
LINC00649|ENST00000596365.1	chr21;chr21;chr21	35287838;35318114;35341538	35288083;35318199;35341887	+;+;+	682	0
LINC00649|ENST00000595747.1	chr21;chr21;chr21	35316892;35318114;35341538	35317239;35318199;35341899	+;+;+	796	0
LINC00649|ENST00000598119.1	chr21;chr21;chr21	35287854;35339584;35341538	35287968;35339819;35341899	+;+;+	713	0
LINC00649|ENST00000599421.1	chr21;chr21	35303467;35310529	35304046;35310676	+;+	728	0
LINC00649|ENST00000594752.1	chr21;chr21;chr21	35315860;35318114;35341538	35315900;35318199;35341899	+;+;+	489	0
LINC00649|ENST00000400353.2	chr21;chr21;chr21	35303518;35318114;35341538	35303571;35318199;35343487	+;+;+	2090	0
LINC00649|ENST00000597626.1	chr21;chr21;chr21;chr21;chr21;chr21	35287852;35289317;35295642;35315338;35318114;35341538	35287968;35289370;35295762;35315449;35318199;35341659	+;+;+;+;+;+	612	0
LINC00649|ENST00000610236.1	chr21;chr21	35288182;35295642	35288235;35295783	+;+	196	0
LINC00649|ENST00000600155.1	chr21;chr21;chr21	35321092;35323413;35341542	35321596;35323657;35341899	+;+;+	1108	0
LINC00649|ENST00000594370.1	chr21;chr21;chr21	35315929;35318114;35341538	35316180;35318199;35341899	+;+;+	700	0
LINC00649|ENST00000427447.1	chr21;chr21;chr21	35303464;35318114;35341538	35304046;35318199;35349992	+;+;+	9124	0
LINC00649|ENST00000608431.1	chr21;chr21	35318114;35323427	35318199;35323600	+;+	260	0
LINC00649|ENST00000381181.1	chr21;chr21	35321230;35334367	35321596;35336260	+;+	2261	0
LINC00649|ENST00000608129.1	chr21;chr21	35339326;35341538	35339819;35341869	+;+	826	0
LINC00649|ENST00000593977.1	chr21;chr21;chr21	35321030;35323427;35341538	35321084;35323657;35341891	+;+;+	640	0
KRTAP10-7|ENST00000380102.2	chr21	46020497	46022091	+	1595	0
RP1-100J12.1|ENST00000608809.1	chr21	30396576	30397211	-	636	0
AP000318.2|ENST00000427022.1	chr21;chr21;chr21;chr21;chr21	35577356;35587801;35635120;35665981;35697036	35577625;35587841;35635238;35666056;35697334	+;+;+;+;+	805	0
N6AMT1|ENST00000460212.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	30244513;30248634;30250514;30252192;30254482;30255307;30257534	30245061;30248813;30250655;30252275;30254572;30255393;30257693	-;-;-;-;-;-;-	1293	0
N6AMT1|ENST00000303775.5	chr21;chr21;chr21;chr21;chr21;chr21	30244513;30250514;30252192;30254482;30255307;30257534	30248813;30250655;30252275;30254572;30255393;30257693	-;-;-;-;-;-	4865	0
N6AMT1|ENST00000351429.3	chr21;chr21;chr21;chr21;chr21	30244513;30250514;30254482;30255307;30257534	30248813;30250655;30254572;30255393;30257693	-;-;-;-;-	4781	0
LL21NC02-1C16.1|ENST00000609461.1	chr21	46349568	46350027	-	460	0
CYCSP41|ENST00000451532.1	chr21	10935976	10936167	-	192	0
RHOT1P2|ENST00000366423.2	chr21	15309314	15309646	-	333	0
TTC3|ENST00000438055.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445567;38459547;38460133;38460496;38461099;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852	38445664;38459701;38460175;38460646;38461186;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538067	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3606	0
TTC3|ENST00000460328.1	chr21;chr21;chr21;chr21	38463627;38466305;38467650;38468881	38463713;38466390;38467744;38469185	+;+;+;+	573	0
TTC3|ENST00000481605.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445577;38480692;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193	38445773;38480746;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524267	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1540	0
TTC3|ENST00000540756.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445581;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251	38445664;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525623	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2025	0
TTC3|ENST00000484047.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	38455926;38459547;38460133;38461099;38462533;38463593;38465609	38456631;38459701;38460646;38461186;38462586;38463926;38465702	+;+;+;+;+;+;+	1945	0
TTC3|ENST00000476784.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38480038;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575413	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7425	0
TTC3|ENST00000492275.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445526;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680	38445664;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507711	+;+;+;+;+;+;+;+;+	769	0
TTC3|ENST00000399010.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445590;38459547;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38470215	38445664;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38471398	+;+;+;+;+;+;+;+;+;+;+	2115	0
TTC3|ENST00000418766.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445551;38459547;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852	38445773;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538053	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3771	0
